name,state,Risk_Score,problem_statement,proof_of_capability,idea_clarity,differentiation,gtm_strategy,business_model,vagueness,credibility,staff_pick,prelaunch_activated,video_present,duration_days,prep_time_days
Michael van Gerwen Water Funland,failed,9.50198325739859,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0,0,0,60.0,0.22890046296296296
Rialto Bridge Parklet,failed,3.8768288738816703,6.0,4.0,8.0,6.0,3.0,2.0,2.0,6.0,0,0,1,28.911122685185184,58.08770833333333
Morganic  Organic/Non-GMO Market,failed,9.136958734937885,6.0,2.0,4.0,3.0,2.0,2.0,4.0,5.0,0,0,0,30.0,0.7392592592592593
The Honey Dudes | Bees,failed,9.565250381912085,6.0,2.0,7.0,5.0,4.0,3.0,2.0,6.0,0,0,0,60.0,1.8498032407407408
Chasing Dreams...,failed,9.74771038515647,2.0,1.0,6.0,4.0,1.0,1.0,2.0,4.0,0,0,0,60.041666666666664,6.994918981481481
Portraits in paint,failed,9.250619095069563,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0,0,0,30.041666666666668,1.961076388888889
DNA of Masterpieces,failed,9.851895265329638,2.0,1.0,3.0,2.0,1.0,1.0,9.0,2.0,0,0,0,30.0,0.07150462962962963
tattoo to airbrush,failed,9.78066125261173,4.0,2.0,6.0,4.0,3.0,5.0,6.0,5.0,0,0,0,30.0,2.851423611111111
To Catch the Sun ð,successful,0.23213559634911007,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,152.19096064814815
cupcakes from the heart,failed,9.735248112714881,4.0,2.0,6.0,4.0,3.0,5.0,2.0,6.0,0,0,0,29.998912037037037,0.2554398148148148
Nick and Nick's Kettle Corn,failed,8.53898716900053,4.0,2.0,6.0,3.0,2.0,2.0,8.0,4.0,0,0,1,30.0,0.5765162037037037
Fresh Fit Foodies: home office kitchen unit,failed,9.602575871777768,6.0,2.0,7.0,5.0,4.0,3.0,6.0,4.0,0,0,0,30.0,6.4175
Running Mount Rainier,successful,0.46219720855102286,6.0,8.0,9.0,7.0,5.0,6.0,4.0,8.0,1,0,0,21.0,14.855775462962963
The Preppy Lion: A Guide to LaTeX for Authors,successful,0.7886054374542917,8.0,6.0,9.0,7.0,8.0,5.0,4.0,8.0,0,0,0,30.0,45.05810185185185
Frigjorda tider â en bok av (och fÃ¶r) SnedtÃ¤nkt-stammisar,successful,1.9712536701880712,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,31.379722222222224,364.96109953703706
The Great Escape: The No-BS Guide to Evacuation and Survival,successful,0.624532192971583,8.0,6.0,9.0,8.0,7.0,6.0,4.0,8.0,0,0,0,41.0,8.081215277777778
"Sucker Creations that are organic, vegan and Gluten free",failed,9.488691682403639,6.0,4.0,7.0,5.0,3.0,6.0,2.0,5.0,0,0,1,30.0,7.153900462962963
Ousmane Mane  in Ziguinchor Senegal,failed,9.602148676492225,4.0,2.0,6.0,4.0,2.0,4.0,8.0,4.0,0,0,0,30.0,17.91349537037037
Mavra's Greek Olive Oil - Help Us Keep up with the DEMAND,failed,9.678322207372444,6.0,8.0,4.0,2.0,3.0,5.0,4.0,6.0,0,0,1,59.958333333333336,5.477893518518519
Planting an Orchard,failed,9.560466990512424,6.0,4.0,7.0,5.0,3.0,6.0,4.0,7.0,0,0,0,29.958333333333332,29.893136574074074
Graffiti is Change,failed,9.197784073283607,4.0,2.0,6.0,4.0,3.0,2.0,8.0,5.0,0,0,1,30.0,22.39671296296296
Yorkshire Air,failed,8.8412428775813,2.0,0.0,3.0,2.0,0.0,0.0,9.0,2.0,0,0,0,30.0,5.4100925925925925
Sexton For God: How Dave Sexton Brought Cup Glory To Chelsea,successful,0.2142084961055324,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,30.0,87.25414351851852
The Bible & LGBTQ Adventists,successful,0.3340725563060476,8.0,9.0,9.0,8.0,6.0,7.0,8.0,9.0,1,0,1,30.50173611111111,207.09409722222222
The Farmer's Specialty Meats Market,failed,9.768888468510022,4.0,2.0,6.0,4.0,3.0,5.0,2.0,6.0,0,0,0,59.958333333333336,7.574340277777778
The Vermont Sugarbush,failed,9.50775119914525,6.0,4.0,7.0,8.0,5.0,6.0,4.0,7.0,1,0,0,59.958333333333336,68.58324074074073
"To Ze Noodle, And Beyond!",failed,9.011712123642841,2.0,0.0,4.0,2.0,1.0,1.0,9.0,2.0,0,0,0,30.0,1.1387268518518519
WYLIE'S Fresh Local Seafood - Seafood for the Ojai Market,failed,9.683927252121187,6.0,4.0,7.0,5.0,3.0,4.0,2.0,6.0,0,0,0,30.0,5.938981481481481
*foreverNOLA,successful,1.5820142355338507,6.0,4.0,8.0,6.0,5.0,3.0,2.0,7.0,0,0,0,60.0,8.954641203703703
Storytelling Couture: Maasai and Samburu Women of E. Africa,failed,6.237048516687425,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,35.798541666666665,82.4097800925926
"INTRODUCING: PAUL'S GREEN BARN 19thCENTURY ""ARTISAN'S SERIES",failed,5.074905792538341,4.0,6.0,8.0,9.0,5.0,7.0,4.0,6.0,0,0,0,14.0,92.7124537037037
Jo Jo Love Gourmet Rice Krispies Treats,failed,9.574134718380101,4.0,2.0,6.0,4.0,3.0,5.0,2.0,4.0,0,0,0,31.976956018518518,5.031608796296296
Puppie O's All Natural Dog Treats,failed,9.09272382248442,6.0,4.0,8.0,7.0,5.0,6.0,4.0,7.0,0,0,0,60.0,7.013402777777777
The Long Way Home,successful,0.47305941435642485,4.0,2.0,6.0,3.0,5.0,2.0,8.0,7.0,0,1,1,30.0,88.1114236111111
ARTBYPEKOE  KAHLO,failed,9.430489893212185,6.0,4.0,7.0,6.0,5.0,4.0,3.0,6.0,0,0,1,42.03943287037037,103.38887731481482
Ode to Order,failed,8.686357321552817,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,37.99137731481481,3.4906944444444443
Oliver's Kitchen - Award winning puddings made with love!,failed,9.020256580042714,6.0,4.0,7.0,5.0,3.0,6.0,4.0,7.0,1,0,1,30.041666666666668,7.923564814814815
TAKE THIS WAR AND SHOVE IT!,successful,0.7463205936802753,8.0,6.0,7.0,6.0,7.0,6.0,4.0,8.0,0,0,0,45.0,8.306631944444444
Cloudie Guardians Art Collection,failed,9.50757716129808,2.0,6.0,4.0,3.0,2.0,1.0,8.0,4.0,0,0,1,30.0,12.033055555555556
Lockdown Diaries of the Working Class (UK),successful,0.32253441909840697,8.0,4.0,9.0,6.0,5.0,7.0,3.0,8.0,1,1,1,30.0,18.171157407407406
Pixel Perfect: Punch-Out!! (NES Hardcover Book),successful,0.2901016127839917,6.0,8.0,9.0,7.0,6.0,8.0,4.0,8.0,1,0,1,30.0,302.84252314814813
CUTTIX Pocket Knife - Cutting Tool> Never Seen Like This !,successful,0.35996712911126494,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,32.29090277777778,40.65695601851852
"Bringing an indoor swim school to Frederick, MD",successful,1.1069422276934826,8.0,6.0,9.0,7.0,8.0,6.0,4.0,8.0,0,1,0,23.652013888888888,34.94082175925926
Story Fairy: Art Music & Culinary Experiential Story Time,failed,9.320058363113024,8.0,6.0,9.0,7.0,8.0,6.0,4.0,8.0,0,0,1,30.041666666666668,19.998125
Bonnvue: Live scenery,failed,6.155403065596648,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,31.019386574074073,71.0810300925926
Catnip of the Potent Kind,failed,8.593584978792267,4.0,6.0,7.0,8.0,3.0,5.0,2.0,6.0,0,0,0,30.0,0.3431134259259259
Hey Produce Apparel,failed,9.258446576537402,6.0,4.0,8.0,6.0,5.0,7.0,4.0,7.0,0,0,1,30.0,10.896400462962964
Librum Prodigiosum,successful,0.3369372310671359,8.0,6.0,9.0,7.0,5.0,4.0,6.0,7.0,1,0,1,29.958333333333332,0.02244212962962963
Stadiums For Ants,successful,2.510307953997514,6.0,8.0,9.0,8.0,7.0,8.0,4.0,8.0,0,1,1,41.41288194444444,20.702627314814816
Silence,failed,9.212357329662861,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,0.37743055555555555
Purposeful Integration,failed,9.236673432636675,6.0,4.0,7.0,6.0,5.0,3.0,4.0,6.0,0,0,1,25.0,23.51704861111111
SkyscraperFarms,failed,9.221522923362645,8.0,6.0,9.0,7.0,6.0,8.0,4.0,8.0,0,0,0,41.197858796296295,1.9782291666666667
A Very Hobbit Adventure,successful,1.3990902318145149,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,15.0,0.6997916666666667
Baby D's Jerky,failed,9.602947882313144,4.0,2.0,6.0,4.0,3.0,5.0,8.0,6.0,0,0,0,30.0,5.393217592592593
DEEP Artist Residency,failed,6.542618379083391,6.0,2.0,7.0,5.0,3.0,4.0,6.0,5.0,0,0,0,45.0,21.21951388888889
The Local 77 Drive-In,failed,8.564006499039472,4.0,2.0,6.0,4.0,3.0,2.0,2.0,6.0,0,0,1,30.0,50.048287037037035
BRIC Perimeter Wall and Armored Gate,successful,0.6626563529225571,8.0,7.0,9.0,8.0,6.0,7.0,4.0,9.0,0,1,0,27.642569444444444,52.91266203703704
Erect Reception Area for Community Sanctuary,successful,1.7840914722950274,6.0,4.0,7.0,6.0,5.0,4.0,3.0,7.0,0,0,0,30.0,4.992303240740741
30 Day Challenge & Entrepreneurship Course For Kidpreneurs,successful,1.3271015771295747,8.0,6.0,8.0,7.0,7.0,6.0,4.0,8.0,0,0,1,30.0,0.038125
Extraordinarily Ordinary: The Art Hidden in Plain Sight,failed,8.961188423711954,4.0,6.0,8.0,4.0,5.0,6.0,4.0,7.0,0,0,1,15.0,75.39170138888889
"""Yellow Mustache"" Portland ME - Portland OR",failed,8.694233744464997,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,3.2746412037037036,6.904988425925926
"Under Black Carpets, kickstart a bank heist.",failed,3.4028346627965336,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,30.0,11.777083333333334
The Joy of Trash,successful,0.38321706427082436,6.0,4.0,8.0,7.0,6.0,5.0,2.0,7.0,1,0,1,30.0,9.539861111111112
Dear Hank: A Memoir,successful,0.8426782717798353,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,59.98090277777778,0.2638425925925926
Skriv Skriv Skriv!,successful,1.3794420374840421,8.0,9.0,9.0,7.0,6.0,8.0,8.0,9.0,0,1,1,21.66321759259259,17.705868055555555
Rock Legends 2.0,failed,8.40225325377451,6.0,8.0,9.0,7.0,6.0,8.0,4.0,8.0,0,0,1,29.958333333333332,40.514155092592596
SANCTAE - A Portrait of Secular Saints,failed,5.392411377100071,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,29.958333333333332,102.12594907407407
The New Figure Painting Aesthetic,failed,7.056877961096749,4.0,2.0,6.0,4.0,3.0,2.0,2.0,4.0,0,0,1,16.767094907407408,2.8949884259259258
The Living Journal -- A Veteran's Ten-Year Journey,failed,9.56400808136526,6.0,2.0,7.0,5.0,3.0,4.0,4.0,6.0,0,0,0,20.0,5.413611111111111
"Inspirational LDS Temple Calendar and Art, like no other!",successful,1.063515765845111,6.0,8.0,9.0,7.0,5.0,6.0,4.0,8.0,0,0,1,30.0,69.99387731481481
A recontextualisation of viewership,failed,9.216828897182358,6.0,2.0,8.0,4.0,3.0,5.0,4.0,6.0,0,0,0,60.0,22.059155092592594
3D WALL SCULPTURES. PUSHING CREATION TO THE NEXT STEP,failed,9.357558143147816,2.0,3.0,4.0,3.0,2.0,3.0,7.0,5.0,0,0,0,30.0,8.00130787037037
"""Garden In The Stars"" Botanical Tower by Ray Cirino",failed,7.803988172432639,8.0,6.0,9.0,8.0,7.0,6.0,4.0,8.0,1,0,1,60.041666666666664,6.610914351851852
Fresh Meat 10 | RE:,successful,1.3931790472851502,6.0,4.0,7.0,5.0,6.0,6.0,3.0,8.0,0,0,1,30.0,14.20224537037037
Help Support the Savudrodro&Naidi Community Halls in Fiji!,successful,3.054261788536914,6.0,4.0,8.0,6.0,5.0,4.0,3.0,7.0,0,0,0,30.0,13.063263888888889
"aulaterra ""a classroom for Ghana""",successful,1.2030929549045777,8.0,7.0,9.0,8.0,6.0,7.0,4.0,9.0,0,0,1,30.0,102.91329861111112
The Power of Prayer,failed,8.547026675252525,4.0,2.0,6.0,5.0,3.0,4.0,2.0,6.0,0,0,1,26.05275462962963,23.073159722222222
The Peace Wall: A 2012 Interactive Burning Man Project,failed,9.26529431463366,4.0,6.0,7.0,5.0,3.0,8.0,2.0,8.0,0,0,1,14.0,3.545925925925926
Education Pavilion at Piedmont Farm Animal Refuge,successful,0.6118868876320616,6.0,4.0,8.0,6.0,5.0,4.0,3.0,7.0,1,0,1,60.0,61.84795138888889
3D Print Miniature Sears Westly Kit Home,successful,4.923193725761959,8.0,9.0,9.0,8.0,8.0,8.0,2.0,9.0,0,0,0,30.0,383.19211805555557
Mojave Desert Lighthouse Restoration Project Joshua Tree,successful,0.7129265334071178,2.0,1.0,6.0,4.0,3.0,2.0,4.0,5.0,1,0,1,30.0,0.9048379629629629
Wild Blue Lotus Oracle Card Deck,successful,0.5977326579042774,8.0,7.0,9.0,8.0,7.0,6.0,4.0,8.0,0,1,1,36.041666666666664,34.896967592592596
Help redesign the 2012 Torch relay to London,failed,8.439270396475603,6.0,8.0,9.0,7.0,4.0,5.0,6.0,7.0,0,0,1,16.517488425925926,32.710844907407406
'Projection' Interior Architecture Graduate Exhibition 2017,successful,3.284221937093071,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0,0,1,28.073738425925924,8.259456018518518
MICHAEL WEBB: TWO JOURNEYS,successful,0.5962881839822187,4.0,6.0,8.0,5.0,2.0,3.0,4.0,6.0,1,0,1,32.5168287037037,97.82553240740741
"Working Class History, the Book",successful,0.48475600380573525,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,56.478043981481484,10.977534722222222
'A London Apprentice',successful,1.4938589166029481,6.0,2.0,8.0,4.0,3.0,5.0,4.0,6.0,0,0,0,30.0,8.701284722222223
Out of the Loop,failed,5.594630101739909,6.0,2.0,7.0,6.0,4.0,5.0,4.0,6.0,0,0,1,39.958333333333336,18.770694444444445
TROXES â Origami building blocks,successful,0.4494960886065702,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,30.541238425925926,291.6087037037037
RED HOUSE STUDIO PROJECT,successful,1.2768949781539374,6.0,8.0,9.0,7.0,4.0,5.0,3.0,7.0,0,0,1,30.0,42.80914351851852
Help us complete 'The Flagship Education Centre',successful,2.6187738913524052,8.0,6.0,9.0,7.0,5.0,4.0,3.0,8.0,0,0,1,29.685462962962962,63.452268518518515
Vigilance: An Anesthesiologist's Notes on Uncertainty,successful,1.2561925224252823,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,11.964340277777778
"""RING OUT WILD BELLS!!!!""",failed,8.702752379876983,4.0,6.0,8.0,7.0,3.0,2.0,2.0,5.0,0,0,0,14.041666666666666,9.53704861111111
theHeart of a Seed: Sustainable Rehab Meets Midwifery Care,successful,1.0951364490678395,8.0,9.0,7.0,8.0,6.0,7.0,4.0,8.0,0,0,1,30.0,14.760787037037037
e.Studio Performing Arts - BRAND NEW STUDIO!,successful,2.573217108748289,4.0,2.0,6.0,4.0,3.0,2.0,2.0,5.0,0,0,0,60.0,5.5143865740740745
Help bring a Charcuterie Storefront to Camden ME!,successful,1.42425378238477,6.0,2.0,8.0,6.0,4.0,5.0,3.0,7.0,0,0,0,40.0,27.89040509259259
Monarch: Denverâs Next Great Neighborhood Restaurant,successful,2.187969973314158,8.0,6.0,9.0,7.0,8.0,6.0,4.0,7.0,0,0,0,44.958333333333336,31.712569444444444
"Dreams, Premonitions, Mysteries Of My Life Diary",successful,3.7233408586572803,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0,0,0,30.0,16.361608796296295
Cloud Mountain Kombucha,successful,1.4110847381002667,6.0,8.0,9.0,7.0,6.0,8.0,4.0,8.0,0,1,0,30.0,309.94194444444446
The 'Extra Tasty' Tour: 5-part event series in Santa Cruz CA,successful,0.5363798584176627,6.0,4.0,8.0,7.0,6.0,5.0,4.0,7.0,1,0,0,34.59248842592593,49.92892361111111
Brick Architecture - World's Tallest Skyscrapers,successful,1.2474661516752794,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,11.355648148148148
"""HERE..NOT HERE! The Evanescent Arc of Life""",failed,9.71439210154317,2.0,1.0,6.0,4.0,2.0,3.0,8.0,4.0,0,0,1,30.0,14.929201388888888
THE HEART FIELD,failed,9.045788098182273,2.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,0,0,0,10.172222222222222,6.971956018518519
"Vet Set Go presents Beneath the Skin, Scale, Fur and Feather",successful,0.2503502546494141,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,42.29303240740741,96.46311342592593
Jesus. Cats. Tacos.: A disarming Journey,successful,2.576600741392542,6.0,2.0,8.0,4.0,3.0,2.0,4.0,5.0,0,0,0,30.0,7.77675925925926
Plan D: A Race Against Time,successful,1.1973693716155298,6.0,4.0,7.0,5.0,3.0,2.0,8.0,4.0,0,0,1,60.0,180.0411574074074
Salem Oregon's indoor climbing gym,successful,1.2311915500113413,6.0,4.0,7.0,5.0,3.0,4.0,2.0,6.0,0,0,1,30.0,57.79431712962963
Workshop Build-Out with The Craftsman & Apprentice,successful,0.6047803939548835,8.0,8.0,9.0,8.0,7.0,8.0,6.0,9.0,1,0,1,21.0,13.197997685185186
Brollies Flock to TED!,failed,8.812579570876595,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,18.258703703703702,1.2059143518518518
Restroom Revolution,failed,9.212673022806955,6.0,4.0,8.0,6.0,3.0,2.0,4.0,5.0,0,0,1,60.0,14.542835648148149
From Vultures to Vampires - Commodore Amiga,successful,1.3490930787077382,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,37.87271990740741,5.239710648148148
Srihari Chari's Eagle Scout Project: Building a footbridge,successful,1.7762458407910608,6.0,2.0,8.0,4.0,3.0,2.0,4.0,6.0,0,0,1,33.18862268518519,22.267939814814813
Industriell Ekonomis Nya Sektionslokal,successful,1.2707860560568096,2.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,0,0,0,19.058229166666667,15.495428240740742
The Buttery: Kitchen + Pantry,successful,1.1341293464289814,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,22.127511574074074,9.009525462962962
11.11.11 Wish,failed,9.324065999523812,4.0,6.0,8.0,7.0,5.0,3.0,2.0,6.0,0,0,0,90.95833333333333,30.478993055555556
Geological Exhibition of Mount Diablo Eagle Project,successful,1.272165186634786,8.0,6.0,9.0,7.0,8.0,5.0,4.0,8.0,0,0,1,30.0,27.146747685185186
The Alchemist Dinner,successful,1.0958601100013832,6.0,4.0,8.0,7.0,6.0,5.0,3.0,7.0,0,1,1,30.041666666666668,57.76724537037037
The Proof - Help us bring Pudding to the people,successful,1.5290583154688242,8.0,8.0,9.0,8.0,7.0,8.0,4.0,9.0,1,0,0,30.0,25.559016203703703
The Tree That Owns Itself: Populate the world with its Offspring!!!,failed,3.7639896878808186,2.0,1.0,6.0,4.0,3.0,2.0,8.0,4.0,0,0,1,44.967905092592595,6.448298611111111
"Learn, Cook, and Eat Lao Food with Good & Golden",successful,0.41179501687655495,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,9.378842592592592
"Book Shops, Treating People Right & A Book On Roman Britain",successful,0.36132956426785934,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,38.297604166666666,34.15122685185185
BOOK: Lies In Disguise,successful,1.2243358634443469,6.0,2.0,8.0,4.0,3.0,2.0,4.0,5.0,0,0,1,60.0,86.05949074074074
Singapore Pub Crawl,successful,3.447396963065159,6.0,4.0,8.0,6.0,5.0,7.0,4.0,6.0,0,1,1,60.041666666666664,42.667175925925925
Haru Haru kpop cafÃ¨,successful,7.107492849514262,4.0,2.0,6.0,5.0,3.0,4.0,2.0,6.0,0,0,0,60.0,1.7810648148148147
Restore the Blue Sulphur Spring Pavilion,successful,2.151050878378691,6.0,4.0,8.0,6.0,5.0,2.0,3.0,7.0,0,0,1,30.266863425925926,103.7551736111111
The Happiness Formula Book,successful,0.7180510234724891,9.0,8.0,8.0,7.0,7.0,6.0,4.0,9.0,0,1,0,30.0,10.688333333333333
Giant Panda Adventure for David!,successful,1.230344774959199,2.0,0.0,4.0,2.0,1.0,0.0,9.0,2.0,0,0,1,21.0,0.9142824074074074
CLAIRE PASTRY DEMO @ PMQ TASTE KITCHEN,successful,6.640829720879208,2.0,1.0,4.0,3.0,2.0,1.0,8.0,4.0,1,0,0,14.910393518518518,0.0897337962962963
CalÃ§otada GÃ¶teborg 2018,successful,1.961307842925325,6.0,2.0,8.0,4.0,6.0,5.0,3.0,7.0,0,0,0,17.770127314814815,13.229652777777778
Jakobs Jul,successful,3.3125677676004717,6.0,2.0,8.0,4.0,3.0,2.0,2.0,6.0,0,0,1,17.88460648148148,5.115439814814815
Help us create homes for homeless youth,successful,1.5105606343974864,9.0,8.0,8.0,8.0,8.0,8.0,4.0,9.0,0,0,1,29.28042824074074,5.719652777777778
The Center: A Sustainable Historic House,successful,0.5892810456128461,6.0,4.0,8.0,6.0,4.0,5.0,3.0,7.0,1,0,1,35.041666666666664,65.37001157407407
FLOATING SAUNA,successful,0.8332455031509656,6.0,7.0,8.0,6.0,5.0,4.0,4.0,7.0,1,0,1,30.0,209.70570601851853
Barrett's Cookies & Biscuits,successful,1.9775788702504626,5.0,2.0,8.0,4.0,3.0,3.0,2.0,4.0,0,0,0,30.0,4.053993055555556
Canaan's Shore Church Sign and Steeple Building Project,successful,3.936943116621827,2.0,1.0,3.0,2.0,1.0,1.0,8.0,4.0,0,0,0,30.0,5.105474537037037
Make 100: Physics Atlas 1889,successful,0.5949927684061529,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,0,30.0,0.16391203703703705
#SheCan365 - 365 Women. 365 Days. 365 Stories.,successful,0.6734662967005656,6.0,4.0,8.0,6.0,5.0,4.0,3.0,7.0,0,1,1,30.373460648148146,3.6907638888888887
3D Preservation of a National Treasure,successful,0.3168503885342555,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,22.48673611111111,15.020289351851853
Make 100: Project Gemini - The Familiarization Manual,successful,0.24806426806499138,6.0,8.0,9.0,7.0,8.0,8.0,2.0,9.0,1,1,0,30.0,10.709641203703704
"Hopspot - Craft beer, good food and connecting great people.",successful,1.7719335354360743,4.0,2.0,6.0,5.0,4.0,3.0,8.0,6.0,0,0,1,29.958333333333332,28.898483796296297
A New Facade in Detroit,successful,1.2454613253145763,6.0,4.0,8.0,7.0,5.0,3.0,4.0,7.0,0,0,1,17.368460648148147,1.6500115740740742
Time to Topple,successful,0.7200859496054135,8.0,4.0,6.0,7.0,5.0,3.0,4.0,6.0,0,1,1,36.68266203703703,6.323113425925926
F*ck Happiness: A feminist critique of positive psychology,successful,0.192284370443202,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,29.52859953703704,7.899629629629629
Break The Rouxles,successful,1.1344972275208542,2.0,1.0,6.0,4.0,3.0,2.0,2.0,4.0,0,0,1,20.560046296296296,14.65349537037037
LILYMAE'S PLAY CAFE - Children's Activity Soft Play Cafe,successful,0.6199722736900259,8.0,6.0,9.0,7.0,8.0,6.0,4.0,7.0,0,0,0,30.0,22.318703703703704
TALKING TO THE SKY - AIMEE MAYO,successful,0.802614651764475,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,33.710625,31.613020833333334
Hybrid Chair â Lounger To Dinner Chair â Instantly,failed,4.493300288949513,6.0,4.0,8.0,6.0,4.0,5.0,2.0,7.0,1,1,1,28.0,55.086539351851854
Elevateimg: image upscaler and enhancer,failed,9.304765510786886,8.0,2.0,9.0,8.0,4.0,6.0,4.0,7.0,0,0,1,60.0,29.902094907407406
ERIC YOO NYC PROJECT,successful,3.035865013339152,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0,0,0,3.0,0.4320717592592593
The Accomplishment Journal: Weekly Qs For Career Growth,successful,0.39935673250430903,8.0,6.0,9.0,7.0,8.0,8.0,4.0,8.0,0,1,1,22.041666666666668,51.33210648148148
"DARE TO REACH, L'aventure d'une vie | Book EN/FR",successful,0.588760154384278,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,60.041666666666664,76.93228009259259
"Chess Towers (5 Story Art Gallery, Community Space, & Lodge)",failed,9.085198519254392,8.0,6.0,9.0,7.0,8.0,6.0,4.0,7.0,0,0,0,30.0,0.6266898148148148
Five Points House: Invest n Stay,failed,9.407911735401534,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,59.958333333333336,38.44314814814815
Without Apology: The Abortion Struggle Now,successful,0.3367335141221317,8.0,7.0,9.0,6.0,7.0,5.0,4.0,8.0,1,0,1,30.041666666666668,27.113888888888887
Ultima Custodia,successful,0.3746235987021018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,60.041666666666664,38.861678240740744
"The Senate Hotel- Restoration Project in Topeka, KS",failed,6.7966498281884045,6.0,2.0,8.0,6.0,4.0,5.0,3.0,7.0,0,1,1,60.0,13.78005787037037
Escape to Albania: A Boutique Hotel by the Sea,failed,9.656650932694903,6.0,2.0,8.0,7.0,4.0,5.0,3.0,7.0,0,0,0,45.041666666666664,1.9716087962962963
"UrbanRevive: Rescuing Spaces, Reviving Communities",failed,7.724513678587483,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,19.824780092592594,3.0876967592592592
Integrated modular system for sustainable construction,failed,9.873484773344781,8.0,6.0,9.0,8.0,7.0,8.0,4.0,8.0,0,1,1,60.041666666666664,16.108368055555555
Coleslaw,successful,2.3746219229114454,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,0,0,0,25.733680555555555,0.3008101851851852
"Queer & Trans Artists of Color, Volume 3 Launch Party!",successful,0.8786086149079497,8.0,6.0,7.0,5.0,6.0,4.0,3.0,8.0,0,0,1,30.0,4.1166782407407405
"""Higher Wisdom"" Parenting Oracle Cards",successful,0.7525824784985413,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,21.0,15.204756944444444
So Much Intention,successful,0.8491323318836885,6.0,2.0,8.0,6.0,4.0,5.0,3.0,6.0,0,0,1,30.0,0.75
ALL-IN 1 SLIM,failed,8.005465915213044,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,60.0,755.7902662037037
Game R/Nest: Gaming community & Lounge,failed,8.998435055234605,6.0,4.0,8.0,7.0,6.0,5.0,3.0,7.0,0,1,1,45.0,8.182951388888888
Castle On The Rocks A King Inspired Cocktail Horror Handbook,successful,1.0070653690223652,4.0,2.0,6.0,4.0,3.0,5.0,6.0,7.0,0,0,0,59.941180555555555,266.24011574074075
BONO.BLOCK â BUILD FUTURE SIMPLE | ZUKUNFT EINFACH BAUEN,failed,5.707170380924654,8.0,6.0,9.0,7.0,5.0,4.0,3.0,7.0,0,0,1,31.77236111111111,89.07642361111111
Digital Hermit,failed,9.570456711266734,4.0,2.0,6.0,5.0,3.0,4.0,6.0,5.0,0,0,0,60.0,1.8237037037037036
Fresh homestyle corporate catering,failed,9.86969786263695,8.0,2.0,9.0,6.0,4.0,7.0,5.0,8.0,0,0,0,60.0,0.03988425925925926
